1 aflow:0028a239f3a8ff99
A3B_oP4_47_cr_a-001.BA aflow:92b84340ade48412
A3B_tI8_139_ae_b-001.AB aflow:121d240539f09b44
A3B_tI8_139_ae_b-001.BA aflow:dca4b9eb6c2c8d1b
A3B_tP4_123_abc_d-001.AB aflow:bcbf490edd1db229
A3B_tP4_123_abc_d-001.BA aflow:758d058861fcc8d6
A3B_tP4_123_ag_b-001.AB aflow:cb2e49619e8926ee
A3B_tP4_123_ag_b-001.BA aflow:f7acbcac93a8e037
A3B_tP4_123_cf_a-001.AB aflow:adef6b149bfb60b3
A3B_tP4_123_cf_a-001.BA aflow:8365dc2d2183e85f
A5B11_mP16_6_2abc_2a3b3c-001.AB aflow:01ce8f131dc61230
A5B11_mP16_6_2abc_2a3b3c-001.BA aflow:c121f67ea3e02915
A7.A aflow:906ebff51d810f71
A7.B aflow:67812b6ab6b3713a
AB2_oC6_65_a_i-001.AB aflow:bc9f2faedf4925e5
AB2_oC6_65_a_i-001.BA aflow:449526ecdabd5c1c
AB3_mC32_8_4a_4a4b-001.AB aflow:9e0273fcf080d61f
AB3_mC32_8_4a_4a4b-001.BA aflow:20aeb0fc848e9434
AB3_mC32_8_4a_12a-001.AB aflow:fb86d1f1f7e9b3d4
AB3_mC32_8_4a_12a-001.BA aflow:b0bb4c5f5c36ed88
AB7_hR16_166_c_c2h-001.AB aflow:9b8651abc3573ca6
AB7_hR16_166_c_c2h-001.BA aflow:d169c48e7c0eb7d9
AB_aP16_2_4i_4i-001.AB aflow:5dd597ef6eefcc39
AB_hR4_166_c_c-002.AB aflow:266279af31c945b7
AB_oC8_63_c_c-002.AB aflow:c822eb0f34259d1e
AB_oC8_65_i_i-001.AB aflow:eaa6a04a42214922
AB_oP4_51_e_e-001.AB aflow:67269266c1a20ba2
AB_tI8_139_e_e-002.AB aflow:bfebd71aae9a6d80
AB_tP2_123_a_b-001.AB aflow:f17981dee56ec7d7
AB_tP2_123_a_c-001.AB aflow:dae37fe99a926a93
AB_tP4_123_g_g-001.AB aflow:d4c1fb3e8d39f19c
b1 aflow:d14aa9cdbf30c5fb
b2 aflow:0b667d2fdae32213
f1 aflow:6ae9abd05dae4d2d
f2 aflow:69ad51a00ce28cd2
h1 aflow:051166552722424f
h3 aflow:d7268e4fd75eff98
